[17:26:42.087] [main] [INFO ] aju.querydsl.QuerydslApplication         : Starting QuerydslApplication using Java 17.0.4.1 on jeongjeong-in-ui-MacBookAir.local with PID 10779 (/Users/jeongin/git/querydsl/target/classes started by jeongin in /Users/jeongin/git/querydsl)
[18:01:43.504] [http-nio-8080-exec-8] [INFO ] aju.querydsl.controller.JoinController   : joinList --->>>> [PeopleDto(companyName=QMS, name=Jeong JeongIn, email=devforin@gmail.con)]
[18:01:43.505] [http-nio-8080-exec-8] [INFO ] aju.querydsl.controller.JoinController   : -------------------------------------------------------
[18:02:18.536] [http-nio-8080-exec-9] [INFO ] aju.querydsl.controller.JoinController   : -----------------companyPeople !!!!!! -----------------
[18:02:18.547] [http-nio-8080-exec-9] [INFO ] aju.querydsl.controller.JoinController   : joinList --->>>> [PeopleDto(companyName=QMS, name=Jeong JeongIn, email=devforin@gmail.con)]
[18:02:18.548] [http-nio-8080-exec-9] [INFO ] aju.querydsl.controller.JoinController   : -------------------------------------------------------
[18:02:45.208] [http-nio-8080-exec-10] [INFO ] aju.querydsl.controller.UserController   : test
[18:02:45.208] [http-nio-8080-exec-10] [INFO ] aju.querydsl.controller.UserController   : test
[18:02:45.208] [http-nio-8080-exec-10] [INFO ] aju.querydsl.controller.UserController   : -----------------getUser !!!!!! -----------------
[18:02:45.222] [http-nio-8080-exec-10] [INFO ] aju.querydsl.controller.UserController   : queryPattern ---->>>> {"userId":1,"userName":"test","userEmail":"jji@aju.co.kr","ivrCalldata":"**************************","query":"1234"}
[18:02:45.222] [http-nio-8080-exec-10] [INFO ] aju.querydsl.controller.UserController   : -----------------another Pattern--------------------
[18:02:45.223] [http-nio-8080-exec-10] [INFO ] aju.querydsl.controller.UserController   : testMaksing ---->>>> {"phoneNumber":"***********", phoneNumber=***********, ivrCalldata=********************)
[18:02:45.224] [http-nio-8080-exec-10] [INFO ] aju.querydsl.controller.UserController   : testMaksing2 ---->>>> {"ivrCalldata":"***********************",ivrCalldata=*********************, phoneNumber=*******)
[18:02:45.224] [http-nio-8080-exec-10] [INFO ] aju.querydsl.controller.UserController   : testMaksing3 ---->>>> {"addtnlInfoVal=********************************************************************************************************************)
[18:02:45.225] [http-nio-8080-exec-10] [INFO ] aju.querydsl.controller.UserController   : testMaksing4 ---->>>> {"addtnlInfoVal=********************************************************************************************************************, test=12123^123)
[18:02:45.225] [http-nio-8080-exec-10] [INFO ] aju.querydsl.controller.UserController   : testMaksing5 ---->>>> {"addtnlInfoVal=********************************************************************************************************)
[18:02:45.226] [http-nio-8080-exec-10] [INFO ] aju.querydsl.controller.UserController   : testMaksing6 ---->>>> {"addtnlInfoVal=********************************************************************************************************, test=12123^123)
[18:02:45.226] [http-nio-8080-exec-10] [INFO ] aju.querydsl.controller.UserController   : ----------------------------------------------------
[18:16:02.936] [RMI TCP Connection(41)-127.0.0.1] [INFO ] inMXBeanRegistrar$SpringApplicationAdmin : Application shutdown requested.
[18:16:02.941] [RMI TCP Connection(41)-127.0.0.1] [INFO ] o.a.coyote.http11.Http11NioProtocol      : Pausing ProtocolHandler ["http-nio-8080"]
[18:16:02.941] [RMI TCP Connection(41)-127.0.0.1] [INFO ] o.apache.catalina.core.StandardService   : Stopping service [Tomcat]
[18:16:02.941] [RMI TCP Connection(41)-127.0.0.1] [INFO ] o.a.c.c.C.[Tomcat].[localhost].[/]       : Destroying Spring FrameworkServlet 'dispatcherServlet'
[18:16:02.942] [RMI TCP Connection(41)-127.0.0.1] [INFO ] o.a.coyote.http11.Http11NioProtocol      : Stopping ProtocolHandler ["http-nio-8080"]
[18:16:02.944] [RMI TCP Connection(41)-127.0.0.1] [INFO ] o.a.coyote.http11.Http11NioProtocol      : Destroying ProtocolHandler ["http-nio-8080"]
[18:16:02.947] [RMI TCP Connection(41)-127.0.0.1] [INFO ] j.LocalContainerEntityManagerFactoryBean : Closing JPA EntityManagerFactory for persistence unit 'default'
[18:16:02.948] [RMI TCP Connection(41)-127.0.0.1] [INFO ] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Shutdown initiated...
[18:16:02.970] [RMI TCP Connection(41)-127.0.0.1] [INFO ] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Shutdown completed.
